id,x,y,z,colorb_v,lum,absmag,appmag,texnum,distly,dcalc,plx,plxerr,vx,vy,vz,speed,hipnum,name
89213,-90.2005,224.9417,83.7337,1.137,218.71106,-1.12,5.92,1,835.9,1,3.9,12.82,-35.827,2.677,-5.108,36.288,104968,HIP104968 HD203399 Gli  
53441,-54.1361,83.3247,66.2948,0.021,47.46625,0.53,5.92,1,389.41,2,14.68,47.14,-13.1,-3.094,-7.922,15.619,62561,HIP62561 HD112014 Gli  
7407,-22.9785,15.7434,-32.2659,0.317,6.04427,2.77,5.92,1,138.96,1,23.46,4.35,4.343,11.418,-17.35,21.22,8588,HIP8588 HD11257 Gli  
62600,166.051,-197.8306,-74.5173,0.82,240.3887,-1.23,5.92,1,876.34,1,3.72,14.78,-1.435,-22.941,2.765,23.151,73415,HIP73415 HD131425 Gli  
37178,-12.2725,-332.8075,-14.1314,-0.167,369.62173,-1.69,5.92,1,1086.67,1,3,17.33,-14.086,-1.346,-16.677,21.871,43589,HIP43589 HD76161 Gli  
91961,28.751,-16.338,-32.7382,0.291,7.20323,2.58,5.92,1,151.7,1,21.49,3.12,4.617,-13.145,-19.008,23.567,108195,HIP108195 HD207964 Gli  
3237,-60.0212,97.7477,-167.2926,0.82,136.86934,-0.62,5.92,1,661.26,1,4.93,16.63,-92.748,-58.756,2.499,109.822,3760,HIP3760 HD4627 Gli 62Psc 
34841,-105.4699,-37.0063,63.4649,0.008,54.95924,0.37,5.92,1,419.02,1,7.78,12.47,-29.791,-15.43,1.392,33.578,40881,HIP40881 HD70011 Gli Lam Cnc 
31901,-123.7173,-182.75,5.2217,0.902,162.10765,-0.8,5.92,1,719.65,1,4.53,15.67,0.608,15.689,-0.133,15.702,37364,HIP37364 HD61774 Gli  
26737,-235.9843,-352.0618,-125.2313,-0.167,649.74713,-2.31,5.92,1,1440.75,2,2.89,20.42,-17.147,-3.701,-16.732,24.242,31037,HIP31037 HD46189 Gli  
20372,-48.0875,-66.1711,-59.2623,0.991,33.94139,0.9,5.92,1,329.29,1,9.9,6.36,-13.787,15.94,5.025,21.666,23446,HIP23446 HD32515 Gli  
57110,-47.5584,79.1339,62.7072,0.86,41.43658,0.68,5.92,1,363.84,1,8.96,5.8,45.796,-32.295,-12.934,57.512,66878,HIP66878 HD120565 Gli  
11380,-35.0215,-59.2479,-137.0651,0.902,78.25368,-0.01,5.92,1,500,1,6.52,9.82,-30.429,-24.296,8.575,39.872,13225,HIP13225 HD17793 Gli Eta2 For 
24167,-502.0452,-79.3356,-25.6015,-0.196,861.58478,-2.61,5.92,1,1659.08,2,2.32,36.21,0,0,0,0,27965,HIP27965 HD39698 Gli 57Ori 
27060,-271.3391,-110.7987,5.1006,1.086,283.22476,-1.41,5.93,1,955.62,2,2.06,48.06,-40.305,-24.737,-2.615,47.363,31448,HIP31448 HD46709 Gli  
71545,81.0768,-8.055,8.3247,-0.63,22.10898,1.36,5.93,1,266.99,1,12.21,5.98,-8.649,-12.562,-4.713,15.963,83896,HIP83896 HD154783 Gli  
79789,245.9663,91.6557,-47.0202,-0.03,234.38914,-1.2,5.93,1,869.33,1,3.75,22.13,-12.995,-12.195,-1.475,17.882,93763,HIP93763 HD177517 Gli  
12966,-78.3266,52.912,-13.6974,0.86,30.06815,1.03,5.93,1,311.37,1,10.47,6.49,-0.005,-13.156,-1.797,13.278,15004,HIP15004 HD19845 Gli  
53943,116.0935,-176.5595,-34.6684,0.82,151.13542,-0.72,5.93,1,698.07,1,4.67,11.78,-1.615,-27.822,-5.299,28.369,63165,HIP63165 HD112219 Gli  
550,8.6073,12.5538,-78.8659,0.046,21.2648,1.41,5.93,1,261.85,1,12.45,5.94,-20.202,-19.184,-5.039,28.311,636,HIP636 HD319 Gli  
12104,-99.8248,23.4103,-88.3059,1.189,60.35471,0.27,5.93,1,441.14,1,7.39,11.1,-49.04,-42.319,-6.475,65.098,14036,HIP14036 HD18700 Gli  
20866,-54.1813,3.4274,-6.7257,0.144,9.86388,2.24,5.93,1,178.34,1,18.28,7.11,-51.656,-16.615,-2.305,54.312,24019,HIP24019 HD33204 Gli  
45629,30.7076,-88.6306,-1.3108,0.902,29.00586,1.07,5.93,1,305.82,1,10.66,5.44,-38.635,53.421,2.59,65.978,53394,HIP53394 HD94776 Gli  
88240,49.2222,3.5714,-43.4394,0.991,14.2476,1.84,5.93,1,214.33,1,15.21,5.85,34.104,-17.236,-96.803,104.072,103836,HIP103836 HD200073 Gli  
89930,107.4959,928.2901,-164.0814,-0.257,2967.14917,-3.96,5.93,1,3093.05,2,1.18,49.15,4.731,12.076,-51.259,52.874,105811,HIP105811 HD204172 Gli 69Cyg 
29208,-18.2613,-2.3832,5.046,0.671,1.20181,4.53,5.93,1,62.25,1,52.37,1.6,-56.106,-74.452,5.018,93.36,34017,HIP34017 HD52711 Gli  
30220,-163.8346,43.254,78.8979,0.946,115.15758,-0.43,5.93,1,609.35,1,5.35,14.21,-3.859,-14.242,-4.282,15.364,35304,HIP35304 HD55866 Gli  
95432,-25.4567,187.9353,-58.3084,1.137,129.75946,-0.56,5.93,1,646.83,1,5.04,16.07,8.56,-20.801,-19.603,29.837,112241,HIP112241 HD215359 Gli  
47742,2.331,-46.9229,47.8652,0.369,14.82671,1.8,5.93,1,218.65,1,14.91,5.16,-30.257,-8.705,-7.347,32.33,55874,HIP55874 HD99564 Gli Kap Crt 
43497,-29.3075,-73.7378,72.909,-0.005,38.27402,0.77,5.93,1,351.29,1,9.28,7.76,-28.342,-19.309,1.448,34.325,50885,HIP50885 HD90044 Gli 25Sex 
11594,-11.9118,-25.104,-52.5201,0.396,11.63675,2.06,5.93,1,193.7,1,16.83,3.62,-15.984,-13.903,-3.97,21.553,13473,HIP13473 HD18149 Gli Psi For 
22345,-102.451,-17.5516,-18.6116,0.095,36.75362,0.81,5.93,1,344.24,1,9.47,9.4,8.353,-8.379,-13.176,17.708,25790,HIP25790 HD36162 Gli  
49671,38.657,-116.6379,79.217,1.086,70.4511,0.11,5.93,1,476.61,1,6.84,10.67,13.804,-25.344,7.804,29.896,58158,HIP58158 HD103596 Gli  
80249,133.4712,264.1547,50.8723,-0.005,297.24295,-1.46,5.93,1,978.98,1,3.33,16.52,-7.844,-27.992,-2.468,29.175,94311,HIP94311 HD179527 Gli 19Lyr 
58603,110.1569,-118.6689,14.9144,0.991,87.14648,-0.13,5.93,1,530.08,1,6.15,10.24,-16.216,-58.496,12.675,62.011,68670,HIP68670 HD122438 Gli  
11599,-37.9866,-21.8995,-82.2377,0.82,28.62864,1.08,5.93,1,303.82,1,10.73,7.55,-42.018,-57.774,-54.607,89.918,13479,HIP13479 HD18071 Gli  
74841,74.2154,16.5339,6.0811,0.021,19.17762,1.52,5.93,1,248.67,1,13.11,7.48,-1.391,-15.234,-4.656,15.99,87813,HIP87813 HD163336 Gli  
88348,-6.0087,123.7273,9.3243,0.902,50.86374,0.46,5.93,1,404.97,1,8.05,6.46,-29.33,-26.185,-8.679,40.265,103956,HIP103956 HD200817 Gli  
77339,151.3419,86.7168,11.8175,0.119,100.74141,-0.28,5.93,1,569.93,1,5.72,14.34,-21.951,-10.905,-10.494,26.662,90844,HIP90844 HD170920 Gli 61Ser 
79673,80.107,-20.2364,-34.4698,0.902,26.41762,1.17,5.93,1,291.85,1,11.17,6.62,-13.367,-12.979,-20.476,27.684,93624,HIP93624 HD176664 Gli  
31715,-70.1621,12.8695,37.0614,0.144,21.29901,1.4,5.93,1,262.06,1,12.44,6.67,-21.185,-4.076,-5.816,22.344,37140,HIP37140 HD60652 Gli  
74227,151.7009,33.4736,18.8917,-0.005,80.7232,-0.04,5.93,1,510.17,1,6.39,13.46,-5.974,-17.247,9.298,20.484,87074,HIP87074 HD161701 Gli  
66956,22.3105,171.5585,182.2077,1.137,208.08173,-1.07,5.93,1,819.1,1,3.98,12.56,40.316,-7.819,12.364,42.889,78542,HIP78542 HD144204 Gli  
24850,-7.383,-22.9689,-12.1651,0.369,2.40637,3.77,5.93,1,88.08,1,37.01,1.57,-12.129,10.302,-5.278,16.766,28790,HIP28790 HD41742 Gli  
78628,137.6822,266.0459,78.191,-0.167,315.93304,-1.52,5.93,1,1009.29,1,3.23,16.41,-5.083,-21.114,-10.946,24.32,92398,HIP92398 HD174585 Gli Nu1 Lyr 
95261,-13.9204,94.7895,-25.7502,0.86,32.43987,0.95,5.93,1,323.41,1,10.08,6.45,-67.137,-37.683,-3.629,77.075,112041,HIP112041 HD215030 Gli  
61176,25.2457,4.6085,46.4946,0.266,9.29607,2.3,5.93,1,173.13,1,18.83,4.51,7.841,6.395,-11.443,15.275,71759,HIP71759 HD129153 Gli  
31956,-418.1192,-127.1795,165.4128,1.137,719.73486,-2.42,5.93,1,1523.36,1,2.14,42.06,-53.949,-34.046,-2.666,63.849,37428,HIP37428 HD61603 Gli  
72912,360.4252,-160.9535,-78.327,0.82,533.79462,-2.09,5.93,1,1311.91,2,3.63,21.49,1.202,-1.812,-8.321,8.601,85520,HIP85520 HD157819 Gli  
54385,266.1686,-396.5894,-72.4483,-0.211,769.23566,-2.49,5.93,1,1574.88,1,2.07,32.85,-21.501,-14.974,0.233,26.203,63688,HIP63688 HD113120 Gli  
23981,-8.6454,-109.3816,-64.4011,0.451,53.35252,0.41,5.93,1,414.76,1,7.86,6.36,9.548,-62.09,-24.094,67.282,27737,HIP27737 HD39937 Gli  
2244,-57.5467,98.5468,-15.8003,0.902,43.74824,0.62,5.93,1,375.58,1,8.68,8.18,-15.701,-47.56,-19.342,53.69,2611,HIP2611 HD2952 Gli  
32374,-76.7937,42.9983,51.2235,0.991,34.1804,0.89,5.93,1,331.98,1,9.82,7.23,33.881,-8.734,-3.654,35.179,37949,HIP37949 HD62066 Gli 51Cam 
72244,350.0387,-191.3418,-89.0144,0.991,550.65363,-2.13,5.93,1,1332.47,2,1.59,44.65,6.816,-10.019,-1.865,12.26,84731,HIP84731 HD156091 Gli  
23158,-45.1093,-20.462,-13.6796,0.266,8.70391,2.38,5.93,1,167.52,1,19.46,5.34,13.55,9.289,9.681,19.069,26762,HIP26762 HD37788 Gli  
14163,-122.96,4.2066,-99.893,0.82,82.78304,-0.07,5.93,1,516.64,1,6.31,15.21,-27.366,-28.234,0.98,39.332,16358,HIP16358 HD21755 Gli  
43593,23.2824,-88.0354,-1.5163,0.317,27.33981,1.13,5.93,1,296.9,1,10.98,4.92,-25.9,-12.015,-16.831,33.143,50993,HIP50993 HD90454 Gli  
100136,-0.1858,71.3199,-135.5179,0.86,77.29897,0,5.93,1,499.23,1,6.53,13.02,-39.831,-33.832,-36.416,63.697,117761,HIP117761 HD223825 Gli 24Psc 
16221,-47.4096,-54.9773,-82.6574,0.046,39.89076,0.72,5.93,1,358.64,1,9.09,7.04,-19.138,-25.222,2.342,31.747,18723,HIP18723 HD25371 Gli  
82505,265.4337,634.267,53.6148,0.144,1567.70374,-3.26,5.93,1,2248.28,1,1.45,39.31,-2.19,-4.274,-8.254,9.55,96977,HIP96977 HD186377 Gli  
77754,93.4723,20.3984,-11.3163,0.144,30.59182,1.01,5.93,1,314.07,1,10.38,8.38,0,0,0,0,91347,HIP91347 HD171856 Gli  
31633,-71.8512,23.6627,40.8757,0.991,24.36916,1.26,5.93,1,280.31,1,11.63,6.45,-12.16,-11.613,-3.078,17.094,37046,HIP37046 HD60294 Gli  
67474,22.5366,7.4945,19.0572,0.946,3.05628,3.51,5.93,1,99.27,1,32.84,2.92,111.707,-17.885,-14.35,114.036,79137,HIP79137 HD145148 Gli  
23569,-52.6687,23.0172,14.2001,0.119,11.55423,2.07,5.93,1,193.01,1,16.89,4.32,-30.857,-5.053,3.829,31.502,27249,HIP27249 HD38091 Gli 26Cam 
13270,-23.5615,-23.2429,-52.3775,0.342,12.65299,1.97,5.93,1,201.98,1,16.14,4.52,-40.407,-50.133,-14.832,66.076,15357,HIP15357 HD20606 Gli  
38788,-55.1801,46.3151,52.6098,0.266,26.22943,1.18,5.93,1,290.81,1,11.21,5.35,-36.898,-18.804,-15.364,44.172,45461,HIP45461 HD78935 Gli  
41997,183.9886,-769.1408,-57.0297,0.241,2072.19629,-3.57,5.93,1,2584.84,2,1.02,48.04,-28.454,11.093,-12.871,33.142,49164,HIP49164 HD87283 Gli  
65743,125.2715,-60.5868,25.3443,0.021,65.94187,0.18,5.93,1,461.1,1,7.07,13.44,26.754,-29.104,7.868,40.309,77086,HIP77086 HD140285 Gli  
93148,11.236,46.0688,-29.6548,0.946,10.31015,2.19,5.93,1,182.33,1,17.88,4.14,5.779,9.644,-9.632,14.805,109577,HIP109577 HD210702 Gli  
99952,6.2481,35.3211,-86.9665,0.902,29.16981,1.06,5.93,1,306.68,1,10.63,7.53,-69.837,-25.136,33.947,81.617,117541,HIP117541 HD223524 Gli  
67459,101.3058,27.4755,79.917,1.137,57.36693,0.33,5.93,1,430.08,1,7.58,10.29,-8.124,-9.93,20.605,24.273,79120,HIP79120 HD145085 Gli  
69536,127.8842,-34.0171,14.7965,0.008,58.44135,0.31,5.93,1,434.09,1,7.51,12.38,24.199,-21.421,0.582,32.323,81523,HIP81523 HD149886 Gli  
68170,32.883,135.0287,137.7766,1.189,126.22874,-0.53,5.93,1,637.96,1,5.11,10.76,-41.459,-32.54,-19.719,56.272,79953,HIP79953 HD147352 Gli  
13871,-55.3679,-50.504,-109.8503,0.902,58.28602,0.31,5.93,1,433.51,1,7.52,9.97,-10.517,13.351,15.352,22.903,16029,HIP16029 HD21430 Gli  
65171,28.2577,13.5025,37.7108,0.342,7.92027,2.48,5.93,1,159.8,1,20.4,3.97,7.929,10.159,-11.209,17.08,76424,HIP76424 HD139225 Gli Tau5 Ser 
15766,-19.2855,-69.2334,-83.7705,1.038,40.15536,0.72,5.93,1,359.82,1,9.06,6.18,-0.611,-19.57,-5.676,20.386,18199,HIP18199 HD24706 Gli  
4829,-40.7938,41.0211,-122.1255,1.086,60.1917,0.28,5.93,1,440.54,1,7.4,11.08,35.428,14.56,-8.478,39.23,5594,HIP5594 HD7147 Gli 34Cet 
59718,49.7086,-39.0694,26.3429,0.046,15.46302,1.75,5.93,1,223.29,1,14.6,5.68,-1.652,-20.706,4.97,21.359,69995,HIP69995 HD125283 Gli  
91265,-122.667,525.6255,66.2243,-0.29,965.76935,-2.74,5.94,1,1772.78,2,1.62,29.63,14.008,-13.246,-2.291,19.415,107374,HIP107374 HD207198 Gli  
72785,37.9797,62.6304,45.0368,0.021,24.14574,1.27,5.94,1,280.31,1,11.63,4.64,-28.972,-22.917,-3.918,37.147,85382,HIP85382 HD158261 Gli  
60034,56.8538,-3.4986,103.0963,0.095,45.30902,0.58,5.94,1,383.98,1,8.49,9.54,0.203,-6.934,-2.412,7.345,70384,HIP70384 HD126200 Gli  
3030,10.8761,-14.2426,-64.1668,0.192,14.49568,1.82,5.94,1,217.19,1,15.01,4.73,36.97,-3.147,-33.174,49.771,3521,HIP3521 HD4293 Gli  
51375,44.2392,-101.9638,93.6619,0.902,68.99586,0.13,5.94,1,473.84,1,6.88,13.37,-55.084,-52.593,-8.546,76.638,60157,HIP60157 HD107295 Gli  
13555,-37.9578,24.9606,-5.3698,0.423,6.83439,2.64,5.94,1,149.13,1,21.86,3.16,-47.51,-17.588,7.432,51.204,15669,HIP15669 HD20675 Gli  
75542,17.1841,-1.1894,-2.2157,0.636,0.98505,4.74,5.94,1,56.62,1,57.58,1.34,12.098,3.658,-9.251,15.663,88694,HIP88694 HD165185 Gli  
17887,5.6632,-148.6425,-128.9318,1.086,126.55305,-0.53,5.94,1,641.73,1,5.08,9.45,-0.626,42.061,11.762,43.679,20619,HIP20619 HD28413 Gli  
29482,-198.416,-11.23,63.9466,1.086,142.34065,-0.66,5.94,1,680.58,1,4.79,19.83,-34.565,-20.679,-16.942,43.697,34358,HIP34358 HD53686 Gli  
2391,-10.2878,22.9746,-49.6293,0.396,10.11355,2.21,5.94,1,181.41,1,17.97,4.12,-30.703,-21.263,-23.896,44.337,2787,HIP2787 HD3229 Gli 14Cet 
11508,-315.7887,333.1517,68.7627,0.396,703.60358,-2.39,5.94,1,1513.15,2,2.31,25.11,-8.601,-8.631,-14.299,18.787,13367,HIP13367 HD17463 Gli  
35039,-96.1004,-46.2453,57.2967,0.241,47.8674,0.52,5.94,1,394.67,1,8.26,11.74,-51.683,-28.283,-8.158,59.478,41117,HIP41117 HD70569 Gli 20Cnc 
961,29.2187,23.0513,-248.8264,1.137,206.72902,-1.06,5.94,1,820.2,2,3.22,25.78,-9.364,-61.577,-58.653,85.555,1096,HIP1096 HD942 Gli  
2049,-110.9708,189.9664,-10.7061,-0.005,158.44855,-0.77,5.94,1,718.06,1,4.54,16.74,-6.104,-23.198,-4.654,24.435,2377,HIP2377 HD2626 Gli  
47977,-20.935,6.2909,51.684,0.369,10.28453,2.19,5.94,1,182.94,1,17.82,4.04,-3.497,9.33,-45.023,46.112,56148,HIP56148 HD99984 Gli 58UMa 
96625,167.8948,428.4784,-670.2237,0.902,2158.68726,-3.61,5.94,1,2650.41,1,1.23,73.98,-60.335,-9.271,-1.932,61.074,113686,HIP113686 HD217563 Gli  
48470,46.4856,-95.3457,-10.6738,0.902,37.11884,0.8,5.94,1,347.55,1,9.38,6.08,-20.737,-51.971,-17.142,58.522,56727,HIP56727 HD101162 Gli  
88476,18.839,27.2921,-16.3065,0.48,4.4601,3.1,5.94,1,120.47,1,27.06,3.95,20.012,-14.886,9.883,26.828,104101,HIP104101 HD200790 Gli 4Equ 
38958,-72.1053,-11.1726,71.1512,0.217,33.92102,0.9,5.94,1,332.24,2,6.46,41.33,-34.884,-11.666,1.211,36.803,45661,HIP45661 HD80024 Gli  
18441,-81.3913,73.5739,32.4572,0.217,42.75404,0.65,5.94,1,373,1,8.74,6.98,-48.698,-21.473,-14.022,55.038,21247,HIP21247 HD28204 Gli  
29835,-101.1541,-251.4792,-57.0937,-0.138,250.60265,-1.27,5.94,1,903.05,1,3.61,17.45,-11.258,-2.134,-11.476,16.217,34817,HIP34817 HD55718 Gli  
8812,-54.8721,16.2357,-92.4132,0.86,38.58552,0.76,5.94,1,354.35,1,9.2,9.02,-12.392,1.352,-45.214,46.901,10234,HIP10234 HD13468 Gli 63Cet 
21924,-250.9125,18.9198,-11.5372,-0.005,207.21391,-1.07,5.94,1,821.16,1,3.97,19.9,-7.495,2.381,-14.791,16.751,25291,HIP25291 HD35239 Gli  
74493,221.3838,-37.327,-27.9718,1.542,167.16887,-0.83,5.94,1,737.56,1,4.42,18.78,-32.569,-45.1,39.59,68.28,87390,HIP87390 HD162189 Gli  
7270,-61.5391,61.1097,-37.8034,0.902,29.23143,1.06,5.94,1,308.42,1,10.57,6.81,-64.881,-9.519,-15.526,67.389,8423,HIP8423 HD10975 Gli  
27247,-44.22,21.6904,19.9359,0.82,9.22063,2.31,5.94,1,173.22,1,18.82,4.36,-20.761,-45.939,-77.205,92.207,31676,HIP31676 HD46480 Gli 8Lyn 
6592,-4.4003,-23.0227,-96.1954,0.902,32.01527,0.96,5.94,1,322.77,1,10.1,6.73,18.011,-35.384,-77.606,87.173,7643,HIP7643 HD10142 Gli  
70700,87.5224,-39.7944,-9.5571,0.021,30.48732,1.01,5.94,1,314.98,1,10.35,7.92,6.106,-19.723,7.822,22.078,82902,HIP82902 HD152527 Gli  
7412,6.0262,-31.8981,-67.3824,0.046,18.26994,1.57,5.94,1,243.83,1,13.37,4.79,14.288,5.557,-14.218,20.909,8593,HIP8593 HD11413 Gli  
92525,34.6022,-35.1604,-37.1056,0.342,12.44428,1.99,5.94,1,201.23,1,16.2,3.52,8.454,-19.036,-20.444,29.186,108849,HIP108849 HD208741 Gli  
32556,-48.9838,-137.6831,-11.9832,-0.005,70.21521,0.11,5.94,1,478.01,1,6.82,7.77,-14.213,-25.921,-4.717,29.935,38167,HIP38167 HD63786 Gli  
16781,-121.4417,1.8945,-62.5394,0.008,60.95057,0.26,5.94,1,445.36,1,7.32,12.57,7.193,-9.35,9.362,15.06,19376,HIP19376 HD26171 Gli  
48127,3.0675,-112.8721,135.4833,1.086,101.58599,-0.29,5.94,1,574.96,1,5.67,17.46,-5.781,-1.273,-3.03,6.65,56318,HIP56318 HD100343 Gli  
65896,10.2168,214.7068,236.3677,1.038,333.35828,-1.58,5.94,1,1041.53,1,3.13,17.25,-185.29,-109.902,54.161,222.135,77272,HIP77272 HD141472 Gli  
95164,-25.8702,101.857,-7.7189,-0.03,36.26332,0.83,5.94,1,343.52,1,9.49,5.69,2.277,-3.139,-9.136,9.925,111925,HIP111925 HD214878 Gli  
85894,57.1123,27.9504,-36.3868,0.046,17.5281,1.62,5.94,1,238.83,1,13.65,17.73,7.405,-9.812,-17.955,21.76,101123,HIP101123 HD195094 Gli Omi Cap 
71725,210.6228,-77.7412,-21.7813,1.478,166.16823,-0.83,5.94,1,735.35,2,3.93,23.16,20.874,-5.098,-8.347,23.052,84105,HIP84105 HD155035 Gli  
28313,-21.5458,-48.5325,-14.8099,0.095,9.92488,2.23,5.94,1,179.71,1,18.14,2.92,-3.387,-13.708,-17.091,22.169,32938,HIP32938 HD50445 Gli  
35433,-71.837,-42.4151,44.0496,0.144,29.0662,1.07,5.94,1,307.55,1,10.6,9.91,-6.518,-5.956,-4.115,9.741,41578,HIP41578 HD71555 Gli 29Cnc 
30893,-113.1365,-37.3961,35.6593,0.317,50.52286,0.47,5.94,1,405.47,1,8.04,12.94,-10.188,-8.892,2.912,13.833,36156,HIP36156 HD58579 Gli 61Gem 
53146,-2.3061,2.8651,16.9763,0.54,0.97635,4.75,5.95,1,56.63,1,57.57,1.11,-41.203,5.211,71.362,82.568,62207,HIP62207 HD110897 Gli 10CVn 
65427,24.5233,-18.7318,-1.9657,0.423,3.094,3.5,5.95,1,100.8,1,32.34,2.35,-4.447,-21.334,3.629,22.093,76716,HIP76716 HD139211 Gli  
28969,-252.3051,-222.691,-10.8608,-0.005,366.84888,-1.69,5.95,1,1097.64,1,2.97,26.6,-10.467,0.035,-9.863,14.382,33729,HIP33729 HD52312 Gli  
31177,-8.449,-127.0987,-37.5625,1.478,57.0703,0.33,5.95,1,432.93,1,7.53,7.04,-3.786,-34.573,0.179,34.78,36496,HIP36496 HD60228 Gli  
31996,-122.8057,-87.3723,34.2559,0.021,77.30215,0,5.95,1,503.86,1,6.47,12.21,9.694,-4.197,-7.865,13.17,37478,HIP37478 HD61887 Gli  
23960,-91.6162,-62.7535,-34.4861,0.071,43.75253,0.62,5.95,1,379.07,1,8.6,10.7,-27.585,-5.102,-4.169,28.361,27713,HIP27713 HD39421 Gli  
68040,41.5263,-34.3275,-11.8112,0.119,9.84475,2.24,5.95,1,179.81,1,18.13,3.81,3.386,-17.697,2.567,18.2,79797,HIP79797 HD145689 Gli  
24267,-55.2659,-61.9291,-33.3311,0.902,25.88907,1.19,5.95,1,291.59,1,11.18,5.64,-19.471,-38.74,37.528,57.344,28085,HIP28085 HD40151 Gli  
99918,-20.2045,66.3095,-43.4912,0.071,21.66994,1.39,5.95,1,266.78,1,12.22,5.97,-23.008,-14.688,6.066,27.963,117500,HIP117500 HD223461 Gli 79Peg 
48672,105.4721,-253.9998,36.069,1.478,248.97702,-1.27,5.95,1,904.27,2,3.06,22.55,-3.133,-21.913,-11.17,24.795,56970,HIP56970 HD101541 Gli  
87984,57.9057,38.5304,-48.0396,0.241,23.12228,1.31,5.95,1,275.57,1,11.83,7.02,27.69,2.479,5.822,28.404,103545,HIP103545 HD199603 Gli  
70985,87.561,-17.2387,6.0322,0.991,25.88907,1.19,5.95,1,291.59,1,11.18,7.51,39.542,-20.166,-2.164,44.44,83235,HIP83235 HD153368 Gli  
15454,-61.4121,30.5881,-9.7685,0.241,15.54059,1.75,5.95,1,225.92,1,14.43,6.65,19.704,-1.345,8.264,21.409,17846,HIP17846 HD23728 Gli  
45335,-28.3695,-101.4359,117.4064,0.991,80.50475,-0.04,5.95,1,514.2,1,6.34,13.25,-40.106,-43.449,10.924,60.13,53035,HIP53035 HD94014 Gli  
50412,82.217,-152.5934,-9.8189,0.82,97.53378,-0.25,5.95,1,565.97,1,5.76,12.33,-35.401,-23.695,-9.757,43.703,59050,HIP59050 HD105151 Gli  
41157,-5.7405,-121.6094,27.6443,0.991,50.43534,0.47,5.95,1,406.99,1,8.01,8.49,-42.927,-13.483,-30.689,54.464,48191,HIP48191 HD85206 Gli  
39998,-77.6642,-180.2953,100.016,1.086,157.07669,-0.77,5.95,1,718.25,2,3.96,20.45,-16.554,-22.557,6.872,28.811,46859,HIP46859 HD82660 Gli  
99710,-272.0077,543.3426,50.0796,-0.196,1202.85376,-2.98,5.95,1,1987.58,2,1.88,31.91,-14.211,-15.122,-13.899,24.976,117265,HIP117265 HD223128 Gli  
65562,75.1681,-81.4166,-32.9553,-0.005,43.24818,0.64,5.95,1,376.88,1,8.65,6.94,11.144,-19.792,-5.706,23.419,76877,HIP76877 HD138867 Gli  
4225,-56.5861,80.0844,-38.5771,0.144,35.93086,0.84,5.95,1,343.52,1,9.49,9.06,4.18,8.427,-10.673,14.227,4903,HIP4903 HD6116 Gli 39And 
14423,-84.7701,24.3812,-41.395,0.095,30.72183,1.01,5.95,1,317.64,2,6.28,63.06,-30.083,-1.373,-23.913,38.454,16664,HIP16664 HD22091 Gli 7Tau 
18129,-61.2386,-45.0509,-63.5818,0.991,31.78467,0.97,5.95,1,323.09,1,10.09,6.64,-26.138,-63.596,-40.588,79.843,20892,HIP20892 HD28479 Gli  
48250,-72.5678,-121.6327,378.1946,-0.138,527.75464,-2.08,5.95,1,1316.54,2,1.64,71.95,-15.928,-9.582,1.536,18.652,56473,HIP56473 HD100600 Gli 90Leo 
46186,-27.2672,-100.4419,135.6041,1.038,94.55584,-0.21,5.95,1,557.26,1,5.85,13.33,-41.519,-10.86,-26.79,50.591,54049,HIP54049 HD95849 Gli 62Leo 
49920,-45.4768,-1.254,200.6689,0.946,137.00218,-0.62,5.95,1,670.78,1,4.86,16.46,2.783,-5.668,-0.339,6.323,58460,HIP58460 HD104075 Gli  
18257,-43.8805,-69.1915,-76.519,0.902,40.66964,0.7,5.95,1,365.47,1,8.92,6.5,2.17,17.676,17.182,24.746,21042,HIP21042 HD28776 Gli  
66457,170.5215,-25.0407,82.7923,-0.196,118.30326,-0.46,5.95,1,623.33,1,5.23,18.74,12.274,-15.882,6.987,21.253,77939,HIP77939 HD142378 Gli 47Lib 
50611,6.3364,-37.6772,74.5298,1.038,22.6982,1.34,5.95,1,273.03,1,11.94,7.04,44.578,-56.387,28.166,77.201,59285,HIP59285 HD105639 Gli 10Vir 
4886,2.9726,-14.4946,-71.9151,0.241,17.44399,1.62,5.95,1,239.35,1,13.62,5.21,-22.095,-26.228,-17.049,38.298,5661,HIP5661 HD7312 Gli  
35215,16.4392,-104.7403,-28.4351,0.82,38.99091,0.75,5.95,1,357.85,1,9.11,5.27,-4.203,-10.531,-8.622,14.245,41321,HIP41321 HD71863 Gli  
79869,97.2329,-19.2605,-40.775,0.021,37.17379,0.8,5.95,1,349.41,1,9.33,7.82,-3.002,0.248,-6.308,6.99,93862,HIP93862 HD177406 Gli  
43002,-15.0909,-8.7367,24.8507,0.603,2.98231,3.54,5.95,1,98.97,1,32.94,2.58,-6.318,9.388,-46.854,48.202,50319,HIP50319 HD89010 Gli 35Leo 
58056,144.361,-205.5169,-91.7312,0.991,231.34326,-1.19,5.95,1,871.66,1,3.74,15.51,-27.939,-15.645,8.269,33.071,68009,HIP68009 HD120213 Gli  
94421,19.9337,9.1633,-35.9172,0.266,5.73201,2.83,5.95,1,137.21,1,23.76,3.41,-16.273,-5.959,-18.529,25.37,111045,HIP111045 HD213135 Gli  
